stringsfile version 1
7096
str_no_string NO_STRING!
str_tutorial_training_ground_warning_melee Scroll_up_with_your_mouse_wheel_to_equip_a_weapon._Scrolling_up_will_equip_next_weapon_while_scrollng_down_will_equip_next_shield.
str_tutorial_training_ground_attack_training Number_of_successful_attacks:_{reg0}_/_5^Number_of_unsuccessful_attacks:_{reg1}^{s0}
str_tutorial_training_ground_attack_training_down Make_a_thrust_attack!_(Move_your_mouse_down_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_up Make_an_overhead_attack!_(Move_your_mouse_up_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_left Attack_from_left!_(Move_your_mouse_left_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_right Attack_from_right!_(Move_your_mouse_right_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_parry_training Number_of_successful_parries:_{reg0}_/_5
str_tutorial_training_ground_chamber_training Number_of_successful_chambering_blocks:_{reg0}_/_5
str_tutorial_training_ground_archer_training Number_of_nice_shots:_{reg0}_/_3^{s0}
str_tutorial_training_ground_ammo_refill Your_missiles_are_refilled_for_the_tutorial.
str_tutorial_training_ground_archer_text_1 Approach_the_{s0}_and_press_F_to_pick_it_up.
str_tutorial_training_ground_archer_text_2 Shoot_the_targets_now.
str_tutorial_training_ground_archer_text_3 The_size_of_the_targeting_reticule_indicates_your_accuracy._Press_and_hold_down_the_left_mouse_button_until_the_reticule_shrinks_down_to_its_minimum_size._Release_the_left_mouse_button_when_the_reticule_is_at_its_smallest._If_you_wait_too_long_the_reticule_will_expand_again.
str_tutorial_training_ground_archer_text_4 Press_R_to_toggle_first_person_view._First_person_view_makes_it_easier_to_aim_with_ranged_weapons.
str_tutorial_training_ground_archer_text_5 You_have_shot_all_the_targets._Now_talk_to_the_trainer_again.
str_tutorial_training_ground_horseman_text_1 Go_near_the_{s0}_and_press_F_to_pick_it_up.
str_tutorial_training_ground_horseman_text_2 Approach_the_horse_and_press_F_to_mount.
str_tutorial_training_ground_horseman_text_3 Ride_towards_the_next_waypoint.
str_tutorial_training_ground_horseman_text_4 Strike_the_next_dummy_that_has_an_arrow_on_top_of_it!
str_tutorial_training_ground_horseman_text_5 Shoot_at_the_archery_target_that_has_an_arrow_on_top_of_it!
str_tutorial_training_ground_horseman_text_6 You_have_finished_the_exercise_successfully._Now_go_back_to_the_trainer_and_talk_to_him.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast The_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_{s10}_for_a_feast
str_your_previous_court_some_time_ago your_previous_court_some_time_ago,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court awaiting_the_recapture_of_a_fortress_which_can_serve_as_your_court.
str_but_if_this_goes_badly _I_value_your_advice._But_if_this_goes_badly,_I_shall_hold_you_responsible.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm _I_realize_that_you_are_on_good_terms_with_{s4},_but_this_is_all_for_the_good_of_the_realm
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more I_realize_that_you_are_on_good_terms_with_{s4}_--_but_this_only_means_that_your_blow_will_hit_him_even_harder!
str_killed_bandit_at_alley_fight The_merchant_takes_you_to_his_house._Once_inside,_he_stands_by_the_door_for_a_while_checking_the_street,_and_then,_finally_convinced_you_have_not_been_followed,_comes_near_you_to_speak...
str_wounded_by_bandit_at_alley_fight You_are_struck_down._However,_before_you_lose_consciousness,_you_hear_shouts_and_a_rush_of_footfalls..._You_awake_to_find_yourself_indoors,_weak_but_alive.
str_cannot_leave_now Cannot_leave_now.
str_press_tab_to_exit_from_town Press_Tab_to_leave_now._You_can_press_Tab_key_to_quickly_exit_any_location_in_the_game.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant Find_the_bandit_lair_near_{s9},_and_free_the_brother_of_the_{s10}_merchant.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have {reg33?My_Lady:Sir}_--_if_you_want_to_justify_the_trust_which_I_have_placed_in_you,_then_make_a_bit_of_haste._Go_find_some_volunteers._I'm_not_sure_how_much_time_we_have.
str_you_need_more_men_sir_my_lady Look_--_you_need_more_men._Right_now,_you_have_only_{reg0}_in_your_party._If_you_attack_them_with_too_few_men,_you_may_find_their_hideout_by_getting_yourself_dragged_up_to_it_in_fetters,_and_that's_not_the_plan._Do_not_take_that_risk._Go_out_and_visit_some_more_villages_to_find_more_volunteers,_and_then_you_can_start_paying_them_back_in_their_own_coin.
str_good_you_have_enough_men Good,_good._You_did_well._You_have_enough_men._Now,_go_and_knock_some_of_those_robbers_over_the_head,_and_make_them_tell_you_how_to_find_their_hideout.
str_do_not_waste_time_go_and_learn_where_my_brother_is Look,_{reg33?my_lady:sir}._Time_is_at_a_bit_of_premium,_here._Now,_if_you_could_go_find_out_where_they_are_hiding_my_brother,_that_would_be_appreciated.
str_start_up_quest_message_1 {s9}_wants_you_to_collect_at_least_five_men_from_nearby_villages._After_you_collect_these_men,_find_and_speak_with_him._He_is_in_the_tavern_at_{s1}
str_start_up_quest_message_2 Find_and_defeat_a_group_of_bandits_lurking_near_{s9},_and_learn_where_your_employer's_brother_has_been_taken.
str_start_up_quest_message_3 Rescue_the_merchant's_brother_from_the_robber's_hideout_located_near_{s9}.
str_start_up_first_quest You_have_taken_your_first_quest._You_may_view_your_quest_log_by_pressing_'Q'_anytime_in_the_game.
str_reason_1 Our_current_objective_is_of_greater_value.
str_reason_2 An_attack_on_{s8}_poses_a_greater_danger_to_our_realm.
str_reason_3 We_believe_that_{s8}_faces_a_more_immediate_threat
str_reason_4 It_may_be_because_of_the_size_of_the_enemy_forces_in_the_area.
str_reason_5 I'm_not_sure.
str_reason_6 We_do_not_know_how_strongly_it_is_defended.
str_reason_7 We_believe_it_to_be_strongly_defended.
str_reason_8 We_believe_it_to_be_moderately_well_defended.
str_reason_9 We_believe_it_to_be_weakly_defended.
str_has_decided_that_an_attack_on_ has_decided_to_attack
str_this_would_be_better_worth_the_effort This_would_be_better_worth_the_effort,_taking_into_consideration_its_value,_and_its_distance,_and_the_likely_number_of_defenders.
str_has_decided_to_defend_ has_decided_to_defend
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4 Before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat._So_this_can_be_reason_marshall_choosed_defending_{s4}.
str_are_you_all_right Now..._Let_me_explain_my_proposition
str_you_are_awake Ah_--_you're_awake._It's_good_to_see_that_you_can_still_walk._You're_lucky_that_we_came_along._I_had_been_speaking_with_the_watch,_when_we_heard_the_sounds_of_a_fight_and_ran_to_see_what_was_happening._We_didn't_arrive_in_time_to_prevent_you_getting_knocked_down,_but_we_may_have_saved_you_from_getting_your_throat_cut..._Now..._Maybe_you_can_help_me...
str_save_town_from_bandits Save_{s9}_from_bandits.
str_you_fought_well_at_town_fight_survived Hah!_Well_done_--_I_saw_at_least_three_of_the_enemy_go_down_before_you._Keep_fighting_like_that,_and_you'll_make_quite_a_name_for_yourself_in_this_land._
str_you_fought_normal_at_town_fight_survived Well_done!_I_hear_you_accounted_for_one_or_two_of_the_bastards,_and_you're_still_on_your_feet._You_can't_ask_for_a_better_outcome_of_a_battle_than_that...
str_you_fought_bad_at_town_fight_survived Well,_the_enemy_is_in_flight,_and_it_looks_like_you're_still_on_your_feet._At_the_end_of_the_day,_that's_all_that's_important_in_a_battle.
str_you_fought_well_at_town_fight Ah!_You're_awake._You_took_quite_a_blow,_there._But_good_news!_We_defeated_them_--_and_you_did_them_some_real_damage_before_you_went_down._If_you_hadn't_been_here,_it_could_have_gone_very_baldy._I'm_grateful_to_you...
str_you_wounded_at_town_fight Ah!_You're_alive._That's_a_relief._You_took_quite_a_blow,_there._I'm_not_sure_that_you_got_any_of_them_yourself,_but_thankfully,_the_rest_of_us_were_able_to_beat_them._We'll_need_to_see_about_getting_you_some_treatment...._
str_you_fought_well_at_town_fight_survived_answer Let_every_villain_learn_to_fear_the_name_{playername}!
str_you_fought_normal_at_town_fight_survived_answer Ah,_well,_I'm_proud_to_have_done_my_bit_along_with_the_rest...
str_you_fought_bad_at_town_fight_survived_answer Well,_I_was_about_to_strike_one_down,_but_I_slipped_in_some_blood,_you_see...
str_you_fought_well_at_town_fight_answer Ah_well._I_guess_I_don't_mind_a_blow_taken_in_a_good_cause.
str_you_wounded_at_town_fight_answer Right._I_suppose_I_should_be_more_careful.
str_unfortunately_reg0_civilians_wounded_during_fight_more _Unfortunately,_about_{reg0}_of_my_lads_got_themselves_wounded._I_should_go_look_on_on_them.
str_unfortunately_reg0_civilians_wounded_during_fight _Unfortunately,_one_of_my_lads_took_a_pretty_nasty_blow._I_should_go_see_how_he_is_doing.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight _Also,_no_one_on_our_side_was_hurt_very_seriously._That's_good_news
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern You_leave_the_tavern_and_go_out_to_the_streets._Nervous_looking_young_men_are_waiting_in_every_street_corner._You_can_see_they_have_daggers_and_clubs_concealed_under_their_clothes,_and_catch_a_mixture_of_fear,_anticipation_and_pride_in_the_quick_looks_they_throw_at_you_as_you_pass_by._Praying_that_your_enemies_have_not_been_alarmed_by_this_all_too_obvious_bunch_of_plotters,_you_check_your_weapons_for_one_last_time_and_prepare_yourself_for_the_action_ahead.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits The_remaining_few_bandits_scatter_off_to_the_town's_narrow_alleys,_only_to_be_hunted_down_one_by_one_by_the_angry_townsfolk._Making_sure_that_your_victory_is_complete_and_all_the_wounded_have_been_taken_care_of,_you_and_the_merchant_head_to_his_house_to_review_the_day's_events.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded You_fall_down_with_that_last_blow,_unable_to_move_and_trying_hard_not_to_pass_out._Soon_the_sounds_of_fighting_filling_the_street_gives_way_to_the_cheers_of_the_townsmen_and_you_realize_with_relief_that_your_side_won_the_day._Soon,_friendly_arms_pick_you_up_from_the_ground_and_you_let_yourself_drift_off_to_a_blissful_sleep._Hours_later,_you_wake_up_in_the_merchants_house.
str_journey_to_reyvadin You_have_come_through_the_Vaegir_highlands,_a_plateau_exposed_to_the_bitter_winds_from_the_north._The_land_here_is_frozen_for_most_of_the_year,_but_the_forests_are_rich_with_fur-bearing_game,_and_the_rivers_are_teaming_with_fish._The_riches_of_the_land_draw_the_traders,_but_the_traders_in_turn_draw_bandits._You_saw_the_occasional_dark_figure_mounted_on_a_shaggy_pony,_watching_the_passage_of_your_caravan_from_a_snowy_ridge,_and_were_glad_when_the_spires_of_Reyvadin_came_into_view_across_the_wide_valley_of_the_Boluk_river.
str_journey_to_praven You_came_by_caravan_through_the_heartland_of_the_Old_World._Green_shoots_of_wheat,_barley_and_oats_are_beginning_to_push_through_the_dark_soil_of_the_rolling_hills,_and_on_the_lower_slopes_of_the_snowcapped_mountains,_herds_of_cattle_and_sheep_are_grazing_on_the_spring_grass._Occasionally,_too,_you_catch_sight_of_one_of_the_great_warhorses_that_are_the_pride_of_the_Swadian_nobility._The_land_here_is_rich_--_but_also_troubled,_as_the_occasional_burnt-out_farm_bears_witness._You_keep_a_wide_berth_of_the_forests,_where_desperate_men_have_taken_refuge,_and_it_is_some_relief_when_you_crest_a_ridge_and_catch_sight_of_the_great_port_of_Praven,_its_rooftops_made_golden_by_the_last_rays_of_the_setting_sun.
str_journey_to_jelkala You_came_by_ship,_skirting_the_cliffs_where_the_Rhodok_highlands_meet_the_sea._Much_of_the_coastline_was_obscured_by_tendrils_of_fog_that_snaked_down_the_river_valleys,_but_occasionally_you_caught_sight_of_a_castle_watchtower_rising_above_the_mists_--_and_on_one_occasion,_a_beacon_fire_burning_to_warn_of_an_enemy_warband._You_knew_that_you_were_relatively_safe_at_sea,_as_you_were_too_far_south_to_risk_encountering_the_sea_raiders_who_trouble_the_coasts_of_the_Nordic_lands,_but_it_was_still_a_relief_to_reach_the_Selver_estuary,_gateway_to_the_port_of_Jelkala,_and_see_a_Rhodok_galley_riding_at_anchor,_its_pennants_fluttering_in_the_evening_breeze.
str_journey_to_sargoth You_took_passage_with_a_trading_longship,_carrying_gyrfalcons_from_the_furthest_reaches_of_the_north_to_be_bartered_for_linen_and_wool._It_sailed_early_in_the_season,_but_the_master_reckoned_that_the_risks_of_drifting_ice_and_later_winter_storms_could_be_justified_by_arriving_ahead_of_the_Sea_Raiders,_who_by_April_would_be_sailing_forth_from_their_island_lairs_to_ravage_Calradia's_coasts._It_was_some_relief_when_your_ship_came_in_sight_of_the_delta_of_the_Vyl_and_Boluk_rivers,_and_a_short_while_later,_rowed_past_tidal_flats_and_coastal_marshes_to_the_city_of_Sargoth,_home_to_the_Sea_Raiders'_distant_kinsmen,_the_Nordic_lords,_who_a_few_generations_ago_had_carved_themselves_a_kingdom_in_this_rich_but_troubled_land.
str_journey_to_tulga You_came_with_a_caravan,_crossing_the_mountains_that_border_the_Old_World_on_the_north_and_east,_bringing_spices_from_faraway_lands_to_trade_for_wool_and_salt._The_passes_were_still_choked_with_snow,_and_it_was_hard_going,_but_at_last_you_crested_a_ridge_and_saw_before_you_the_steppes._On_some_hillsides_the_thin_grass_of_spring_was_already_turning_yellow,_but_the_lower_slopes_of_the_mountains_were_still_a_vibrant_green._Herds_of_sheep_and_tawny_steppe_ponies_drifted_across_them_like_clouds,_testifying_to_the_wealth_of_the_Khergit_khans._From_time_to_time_small_groups_of_horsemen_would_follow_your_caravan_from_a_distance,_perhaps_sizing_up_how_well_you_could_defend_the_wealth_you_carried,_so_it_was_with_some_relief_that_you_saw_the_towers_of_Tulga_rising_up_from_the_plains.
str_journey_to_shariz You_came_with_a_caravan,_crossing_the_great_desert_to_the_east_of_the_Old_World._The_bedouin_guides_chose_your_route_carefully,_leapfrogging_through_treacherous_dune_fields_and_across_empty_gravel_plains_to_low-lying_oases_rich_with_orchards_and_date_palms._Your_great_fear_was_that_the_caravan_might_lose_its_way_and_perish_of_thirst._The_small_bands_of_raiders_who_hovered_just_out_of_bowshot,_waiting_to_pick_off_stragglers,_were_oddly_a_comfort_--_at_least_water_could_be_no_more_than_a_day's_ride_away._It_was_a_great_relief_when_the_mountains_came_into_view,_and_on_the_evening_of_the_following_day_you_crested_a_rocky_pass_and_in_the_distance_could_make_out_the_sea,_and_the_towers_of_Shariz_silhouetted_against_the_sunset.
str_lost_tavern_duel_ordinary You_slump_to_the_floor,_stunned_by_the_drunk's_last_blow._Your_attacker's_rage_immediately_seems_to_slacken._He_drops_into_a_chair_and_sits_there_watching_you,_muttering_under_his_breath,_almost_regretfully._A_few_of_the_other_patrons_manage_to_coax_him_to_his_feet_and_bundle_him_out_the_door._One_of_the_others_attends_to_your_wounds,_and_soon_you_too_are_back_on_your_feet,_unsteady_but_alive.
str_lost_tavern_duel_assassin You_slump_to_the_floor,_stunned_by_your_attacker's_last_blow._Slowly_and_deliberately,_he_kneels_down_by_your_side,_pulling_a_long_knife_from_under_his_clothes._But_before_he_can_finish_you_off,_the_tavernkeeper,_who_seems_to_have_regained_his_courage,_comes_up_from_behind_and_gives_your_attacker_a_clout_behind_the_head._He_loses_his_balance,_and_then,_seeing_that_his_chance_to_kill_you_has_been_lost,_makes_a_dash_for_the_door._He_gets_away._Meanwhile,_the_other_tavern_patrons_bind_your_wounds_and_haul_you_to_a_back_room_to_rest_and_recover.
str_lost_startup_hideout_attack You_recover_consciousness_a_short_while_later,_and_see_that_the_kidnappers_have_celebrated_their_victory_by_breaking_open_a_cask_of_wine,_and_have_forgotten_to_take_a_few_elementary_precautions_--_like_binding_your_hands_and_feet._You_manage_to_slip_away._Based_on_the_boisterous_sounds_coming_from_the_hideout,_you_suspect_that_you_may_yet_have_some_time_to_gather_a_few_more_followers_and_launch_another_attack.
str_reg1_blank_s3 {!}{reg1}_{s3}
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court As_you_no_longer_rule_an_independent_kingdom,_you_no_longer_maintain_a_court
str_rents_from_s0 Rents_from_{s0}:
str_tariffs_from_s0 Tariffs_from_{s0}:
str_general_quarrel _We've_found_ourselves_on_the_opposite_side_of_many_arguments_over_the_years,_and_bad_blood_has_built_up_between_us.
str_the_steppes the_steppes
str_the_deserts the_deserts
str_the_tundra the_tundra
str_the_forests the_forests
str_the_highlands the_highlands
str_the_coast the_coast
str_my_lady_not_sufficient_chemistry My_{reg33?lady:lord}_there_are_other_{reg33?maidens:suitors}_who_have_captured_my_heart._[but_your_instinct_tells_you_its_a_polite_lie...]
