str_no_string|NO STRING! 
str_center_is_indefensible|距 我 们 的 另 一 座 城 堡 太 远， 难 以 防 守。 
str_we_are_waiting_for_selection_of_marshal|我 们 正 等 候 元 帅 的 挑 选。 
str_best_to_attack_the_enemy_lands|我 们 已 经 拥 有 了 如 此 规 模 的 部 队， 最 好 的 选 择 就 是 对 敌 人 的 领 地 展 开 进 攻。 
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|我 们 相 信 这 座 城 堡 值 得 进 攻。 
str_we_will_gather_to_defend_the_beleaguered_fortress|我 们 将 集 结 力 量 防 守 这 座 被 围 攻 的 城 堡。 
str_the_enemy_temporarily_has_the_field|敌 人 只 是 暂 时 占 领 了 这 里， 我 们 应 该 先 找 一 处 避 难 所 避 避 风 头。 
str_center_has_not_been_scouted|仅 此 没 有 被 我 们 侦 察， 但 是 我 们 可 以 先 出 发， 等 接 近 那 里 之 后 再 作 进 一 步 的 打 算。 
str_we_have_assembled_some_vassals|我 们 已 经 集 合 了 一 部 分 领 主， 但 是 在 我 们 进 入 敌 人 的 领 土 前， 仍 然 需 要 等 候 更 多 的 领 主 率 领 部 队 加 入 我 们 以 策 万 全。 
str_we_are_waiting_here_for_vassals|我 们 正 在 等 待 一 位 领 主 的 加 入。 
str_we_are_travelling_to_s11_for_vassals|我 们 正 赶 往 {s11}， 这 样 一 来 领 主 们 就 能 更 容 易 地 在 我 们 出 击 前 加 入 我 们 的 队 伍 了。 
str_center_strength_not_scouted|我 们 最 近 没 有 进 行 侦 查， 所 以 对 那 里 的 防 御 力 量 一 无 所 知 
str_center_strength_strongly_defended|我 们 相 信 它 的 驻 军 数 量 非 常 庞 大， 防 守 十 分 坚 固 
str_center_strength_moderately_defended|我 们 相 信 它 的 驻 军 数 量 和 防 御 能 力 都 很 普 通 
str_center_strength_weakly_defended|我 们 相 信 它 的 驻 军 非 常 少， 防 守 力 量 不 堪 一 击 
str_center_distant_from_concentration|和 我 们 的 距 离 要 远 远 小 于 我 们 发 现 的 距 它 最 近 的 敌 军 部 队， 我 们 完 全 可 以 在 敌 人 的 部 队 赶 来 增 援 前 就 将 他 们 彻 底 消 灭 
str_plus|+ 
str_minus|- 
str_tutorial_training_ground_warning_no_weapon|嗨， 你 不 觉 得 在 我 们 开 始 前 你 需 要 先 拿 一 把 武 器 吗？ 那 里 就 有 不 少 武 器 可 以 使 用， 赶 快 找 一 把 趁 手 的。 
str_tutorial_training_ground_warning_shield|你 首 先 要 收 起 你 的 盾 牌。 下 转 鼠 标 滚 轮 来 收 起 你 的 盾 牌。 
str_tutorial_training_ground_warning_melee_with_parry|在 这 个 练 习 里 你 需 要 掌 握 近 战 武 器。 
str_tutorial_training_ground_warning_melee|上 转 你 的 鼠 标 滚 轮 来 取 出 一 件 武 器。 上 转 滚 轮 可 以 取 出 你 所 装 备 的 下 一 件 武 器 而 下 转 滚 轮 取 出 你 所 装 备 的 下 一 件 盾 牌。 
str_tutorial_training_ground_attack_training|成 功 攻 击 次 数 ： {reg0}/5^ 失 败 攻 击 次 数 ： {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|进 行 戳 刺 攻 击！ （ 按 下 鼠 标 左 键 并 向 下 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_up|进 行 上 劈 攻 击！ （ 按 下 鼠 标 左 键 并 向 上 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_left|左 砍 攻 击！ （ 按 下 鼠 标 左 键 并 向 左 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_right|右 砍 攻 击！ （ 按 下 鼠 标 左 键 并 向 右 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_parry_training|成 功 躲 避 次 数 ： {reg0}/5 
str_tutorial_training_ground_chamber_training|成 功 格 挡 次 数 ： {reg0}/5 
str_tutorial_training_ground_archer_training|准 确 射 击 次 数 ： {reg0}/3^{s0}
str_tutorial_training_ground_ammo_refill|你 的 远 程 弹 药 在 教 程 中 重 新 装 满。 
str_tutorial_training_ground_archer_text_1|靠 近 {s0}然 后 按 下 F 键 捡 起 它。 
str_tutorial_training_ground_archer_text_2|现 在 射 击 目 标。 
str_tutorial_training_ground_archer_text_3|准 心 的 大 小 代 表 了 你 的 射 击 精 度。 按 下 鼠 标 左 键 不 放 直 到 准 心 聚 拢 到 最 小。 当 准 心 到 达 最 小 时 释 放 鼠 标 左 键。 如 果 你 瞄 准 的 时 间 过 长 准 心 会 再 次 放 大。 
str_tutorial_training_ground_archer_text_4|按 下 R 键 切 换 到 第 一 人 称 视 角。 第 一 人 称 视 角 更 易 于 远 程 武 器 的 瞄 准。 
str_tutorial_training_ground_archer_text_5|你 已 击 中 了 所 有 目 标。 现 在 再 去 和 教 练 交 谈。 
str_tutorial_training_ground_horseman_text_1|走 近 {s0}然 后 按 下 F 键 捡 起 它。 
str_tutorial_training_ground_horseman_text_2|靠 近 马 匹 然 后 按 F 键 骑 马。 
str_tutorial_training_ground_horseman_text_3|骑 向 下 一 个 中 点。 
str_tutorial_training_ground_horseman_text_4|击 打 下 一 个 上 面 有 箭 头 的 假 人！ 
str_tutorial_training_ground_horseman_text_5|射 击 上 面 有 箭 头 的 箭 靶！ 
str_tutorial_training_ground_horseman_text_6|你 成 功 地 完 成 了 练 习。 现 在 回 到 教 练 那 儿 去 和 他 谈 谈。 
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|你 王 国 的 大 领 主 们 准 备 聚 集 在 你 {s10}的 大 厅 里 举 行 宴 会 
str_your_previous_court_some_time_ago|你 之 前 的 求 爱 过 了 一 段 时 间， 
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|等 待 夺 回 一 座 要 塞 作 为 你 的 宫 殿。 
str_but_if_this_goes_badly|我 会 重 视 你 的 建 议。 但 如 果 搞 砸 了， 我 要 追 究 你 的 责 任。 
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm|我 了 解 你 和 {s4}关 系 很 好， 但 这 都 是 为 了 国 家 的 利 益 
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|我 了 解 你 和 {s4}关 系 很 好—— 但 这 仅 仅 意 味 着 你 对 他 的 打 击 将 更 大！ 
str_killed_bandit_at_alley_fight|这 个 商 人 带 你 进 入 了 他 的 房 子。 刚 一 进 去， 他 就 倚 在 门 边， 朝 着 街 道 望 了 一 阵 子。 在 确 认 没 有 被 人 跟 踪 之 后， 他 走 近 你， 说 道…… 
str_wounded_by_bandit_at_alley_fight|你 被 击 倒 了。 可 是， 在 你 失 去 知 觉 之 前， 你 听 到 喊 叫 声 和 奔 跑 的 脚 步 声…… 你 醒 过 来 发 现 自 己 在 室 内， 虚 弱 但 还 活 着。 
str_cannot_leave_now|现 在 不 能 离 开。 
str_press_tab_to_exit_from_town|按 下 Tab 键 马 上 离 开。 游 戏 中 你 可 以 通 过 按 Tab 键， 快 速 离 开 任 何 地 方。 
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|找 到 {s9}附 近 的 匪 巢， 解 救 {s10}的 商 人 的 兄 弟。 
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{先 生/尊 敬 的 女 士}， 如 果 你 想 对 得 起 我 给 予 你 的 信 任， 那 么 请 快 一 点 行 动。 赶 紧 去 找 些 帮 手 吧， 我 真 不 知 道 我 们 还 有 多 少 时 间 了。 
str_you_need_more_men_sir_my_lady|看 吧， 你 需 要 更 多 的 人 手。 目 前 你 的 队 伍 人 数 只 有 {reg0}。 如 果 你 带 领 太 少 的 人 去 进 攻 他 们， 也 许 会 被 困 在 他 们 的 老 巢， 这 不 在 我 们 的 计 划 之 中， 别 冒 险。 去 那 些 村 庄 招 募 更 多 的 人， 然 后 以 其 人 之 道 还 治 其 人 之 身。 
str_good_you_have_enough_men|好， 很 好。 你 干 得 真 漂 亮。 现 在 你 已 经 有 足 够 多 的 人 马 了， 去 给 那 些 强 盗 当 头 一 棒， 用 武 力 让 他 们 说 出 怎 样 才 能 找 到 他 们 的 老 巢。 
str_do_not_waste_time_go_and_learn_where_my_brother_is|你看， {先 生/尊 敬 的 女 士}。 时 间 有 点 紧 张 了， 现 在， 如 果 你 能 去 找 到 他 们 藏 匿 我 兄 弟 的 地 方， 我 会 很 感 激 的。
str_start_up_quest_message_1|{s9}希 望 你 在 周 边 的 村 庄 至 少 招 募 到 5 个 人， 完 成 之 后， 再 去 找 他 谈 谈。 他 在 {s1}的 酒 馆。 
str_start_up_quest_message_2|找 到 并 打 败 一 队 出 没 于 {s9}附 近 的 强 盗， 弄 清 楚 你 雇 主 的 兄 弟 被 关 在 哪 里。 
str_start_up_quest_message_3|从 {s9}附 近 的 匪 巢 救 出 商 人 的 兄 弟。 
str_start_up_first_quest|你 接 到 了 你 的 第 一 个 任 务。 游 戏 中， 你 可 以 按 Q 键 随 时 查 看 任 务 日 志。 
str_reason_1|我 们 现 在 的 目 标 拥 有 巨 大 的 价 值。 
str_reason_2|对 {s8}的 攻 击 给 我 们 国 家 造 成 了 极 大 的 危 险。 
str_reason_3|我 们 认 为 {s8}受 到 了 更 严 重 的 威 胁 
str_reason_4|也 许 是 因 为 该 区 域 敌 军 的 规 模。 
str_reason_5|我 不 确 定。 
str_reason_6|我 们 不 知 道 它 的 防 守 有 多 强 硬。 
str_reason_7|我 们 认 为 它 的 防 守 很 强 硬。 
str_reason_8|我 们 认 为 它 的 防 守 还 可 以。 
str_reason_9|我 们 认 为 它 的 防 守 很 虚 弱。 
str_has_decided_that_an_attack_on_|已 决 定 进 攻 
str_this_would_be_better_worth_the_effort|考 虑 到 它 的 价 值， 以 及 它 的 距 离， 还 有 可 能 的 防 守 人 数， 很 值 得 放 手 一 搏。 
str_has_decided_to_defend_|已 决 定 防 守 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|在 进 攻 之 前 我 们 应 该 保 护 我 们 的 领 地 不 受 任 何 威 胁。 所 以 这 可 以 说 服 元 帅 选 择 防 守 {s4}。 
str_are_you_all_right|现 在…… 让 我 给 你 说 说 我 的 麻 烦 事 儿 
str_you_are_awake|哈—— 你 太 弱 了。 看 到 你 还 能 走 路 真 是 太 好 了。 你 真 走 运 我 们 还 能 接 着 前 进。 我 那 时 正 在 和 哨 兵 说 话， 一 听 到 打 斗 声 就 跑 过 来 看 发 生 了 什 么。 我 们 没 能 及 时 赶 到 让 你 不 被 打 倒， 但 是 我 们 也 许 救 了 你 的 性 命…… 现 在…… 也 许 你 能 帮 助 我…… 
str_save_town_from_bandits|从 强 盗 手 中 救 回 {s9}。 
str_you_fought_well_at_town_fight_survived|哈！ 干 得 好！ 我 看 见 你 至 少 干 掉 了 三 个 敌 人。 保 持 这 样 的 表 现， 继 续 战 斗 下 去， 你 一 定 会 在 这 片 大 陆 上 扬 名 立 万 的。 
str_you_fought_normal_at_town_fight_survived|干 得 好！ 我 听 说 你 干 掉 了 一 两 个 混 蛋， 而 自 己 却 毫 发 无 伤。 对 于 一 场 战 斗 来 说， 没 有 什 么 比 这 样 的 结 果 更 好 了…… 
str_you_fought_bad_at_town_fight_survived|嗯， 敌 人 一 命 归 天， 而 你 看 上 去 没 什 么 问 题。 当 你 考 虑 了 所 有 情 况 之 后， 这 才 是 战 斗 最 重 要 的 结 果。 
str_you_fought_well_at_town_fight|啊！ 你 醒 了。 你 被 狠 狠 地 打 了 一 下， 看， 打 在 了 这 个 部 位。 不 过 我 还 有 个 好 消 息， 我 们 击 败 他 们 了。 虽 然 你 倒 下 了， 可 在 此 之 前， 你 确 实 给 了 他 们 沉 重 的 打 击。 要 是 你 没 能 活 过 来， 那 一 切 就 太 糟 糕 了。 我 很 感 激 你…… 
str_you_wounded_at_town_fight|啊！ 你 活 过 来 了。 这 下 我 们 能 宽 慰 一 点 了。 你 被 狠 狠 地 打 了 一 下， 看， 打 在 了 这 个 部 位。 我 不 知 道 你 到 底 干 掉 了 几 个 敌 人， 不 过 谢 天 谢 地， 其 余 的 人 最 终 把 他 们 打 败 了。 我 们 得 为 你 安 排 进 一 步 的 治 疗…… 
str_you_fought_well_at_town_fight_survived_answer|让 所 有 恶 人 都 为 {playername} 之 名 而 战 栗 吧！ 
str_you_fought_normal_at_town_fight_survived_answer|啊， 好 吧， 我 所 做 的 其 实 很 有 限， 能 够 跟 其 他 人 在 一 起 让 我 觉 得 很 自 豪。 
str_you_fought_bad_at_town_fight_survived_answer|嗯， 我 正 准 备 干 掉 一 个 家 伙， 就 滑 倒 在 血 水 里 了， 你 懂 的…… 
str_you_fought_well_at_town_fight_answer|啊， 好 吧。 我 想 我 不 会 介 意 因 为 正 当 理 由 而 挨 上 的 一 击。 
str_you_wounded_at_town_fight_answer|对。 我 是 应 该 更 小 心 些。 
str_unfortunately_reg0_civilians_wounded_during_fight_more|不 幸 的 是， 我 手 下 的 小 伙 子 们 大 约 有 {reg0}个 人 受 伤 了。 我 得 去 看 看 他 们。 
str_unfortunately_reg0_civilians_wounded_during_fight|不 幸 的 是， 我 的 一 个 手 下 受 了 很 重 的 伤。 我 得 去 看 看 他 怎 么 样 了 
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight|而 且， 我 们 这 边 没 有 任 何 人 伤 得 很 严 重。 这 是 个 好 消 息。 
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|你 离 开 了 酒 馆， 来 到 大 街 上。 在 每 一 个 街 角， 你 都 能 看 到 那 些 看 上 去 很 紧 张 的 年 轻 人。 当 你 路 过， 你 能 发 现 藏 在 他 们 衣 服 下 的 匕 首 和 棍 棒， 以 及 他 们 那 种 混 杂 着 恐 惧 、 期 待 和 自 豪 的 目 光。 真 希 望 你 的 敌 人 并 没 有 因 为 这 些 太 过 明 显 的 破 绽 而 引 起 警 惕， 你 最 后 检 查 了 一 下 自 己 的 武 器， 准 备 开 始 行 动。 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|残 余 的 匪 徒 四 散 逃 亡， 躲 进 了 城 镇 里 那 些 狭 窄 的 巷 子， 结 果 只 能 是 被 愤 怒 的 居 民 们 一 个 一 个 地 捉 住。 你 已 经 取 得 了 完 全 的 胜 利， 而 受 伤 的 人 也 都 得 到 了 治 疗。 确 认 完 这 些 事 之 后， 你 和 商 人 回 到 他 的 房 子 里， 回 顾 起 发 生 的 所 有 事 情。 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|随 着 最 后 一 击， 你 倒 下 了， 无 法 动 弹， 顽 强 的 意 志 使 你 拼 命 阻 止 自 己 昏 过 去。 不 久， 街 道 上 打 斗 的 声 响 变 成 了 城 镇 居 民 们 的 欢 呼 声， 你 知 道 你 们 这 边 获 胜 了。 不 一 会 儿， 友 好 的 双 臂 把 你 从 地 上 抬 了 起 来， 你 安 心 地 渐 渐 入 睡。 几 个 小 时 过 去， 苏 醒 后 的 你 发 现 自 己 正 躺 在 商 人 的 房 子 里。 
str_journey_to_reyvadin|你 经 过 了 维 吉 亚 高 地， 一 片 暴 露 在 刺 骨 的 北 风 中 的 高 原。 这 里 的 土 地 在 一 年 之 中 的 大 部 分 时 间 都 被 冻 结， 但 森 林 供 给 人 们 以 丰 富 的 动 物 毛 皮， 河 流 则 运 来 各 种 鱼 类。 这 片 土 地 的 财 富 引 来 了 商 人， 而 商 人 又 引 来 了 土 匪。 偶 尔 你 能 发 现， 一 个 骑 着 毛 发 蓬 乱 的 矮 种 马 的 黑 影， 立 于 积 雪 的 山 脊 之 上， 正 观 察 着 你 队 伍 的 行 进 路 线。 你 很 高 兴， 因 为 穿 过 广 阔 的 波 拉 克 河 流 域， 日 瓦 丁 城 已 经 渐 渐 进 入 你 的 视 线 了。 
str_journey_to_praven|你 和 你 的 商 队 穿 过 了 卡 拉 迪 亚 的 中 心 地 带。 望 向 那 些 起 伏 的 山 脉， 可 以 看 到 小 麦 、 大 麦 和 燕 麦 的 青 苗 正 冲 出 黑 暗 的 地 下， 旺 盛 地 生 长。 而 在 那 些 积 雪 的 山 峰 下 面 的 山 坡， 成 群 的 牛 羊 正 吃 着 美 味 的 春 草， 有 时， 你 还 能 看 到 象 征 着 斯 瓦 迪 亚 贵 族 的 高 头 战 马。 这 里 无 疑 是 富 饶 的， 但 也 充 满 纷 扰， 偶 尔 能 看 到 的 枯 竭 的 农 田 就 是 很 好 的 证 明。 你 始 终 保 持 自 己 的 营 地 远 离 那 些 森 林， 那 里 是 那 些 走 投 无 路 的 人 们 的 庇 护 所。 你 终 于 松 了 口 气， 伟 大 的 帕 拉 汶 城 已 经 出 现 在 视 线 里 了， 在 夕 阳 的 余 晖 下， 城 市 的 屋 顶 泛 出 一 片 金 光。 
str_journey_to_jelkala|你 乘 船 而 来， 沿 着 罗 多 克 高 原 与 海 相 会 的 峭 壁。 大 部 分 的 海 岸 线 都 隐 藏 在 从 河 谷 里 弥 漫 出 来 的 雾 气 中， 但 偶 尔 你 会 看 到 一 座 城 堡 的 瞭 望 塔 刺 破 迷 雾 的 身 影—— 还 有 一 次， 你 看 到 了 因 为 敌 人 来 袭 而 点 燃 的 烽 火。 你 知 道 你 在 这 里 的 海 上 是 相 对 安 全 的， 毕 竟 你 离 那 些 海 寇 肆 虐 的 诺 德 海 岸 很 遥 远， 不 过 在 终 于 抵 达 通 往 杰 尔 喀 拉 港 的 入 口—— 塞 尔 弗 河 口 的 时 候， 还 是 让 人 松 了 口 气， 尤 其 是 你 看 到 了 一 艘 罗 多 克 战 船 正 在 那 里 抛 锚 停 泊， 而 它 的 旗 帜 在 傍 晚 的 清 风 中 徐 徐 飘 扬。
str_journey_to_sargoth|你 乘 着 一 艘 商 用 长 船， 带 着 从 遥 远 的 极 北 之 地 而 来 的 白 隼， 去 交 换 亚 麻 布 和 羊 毛。 在 这 个 季 节， 这 时 候 出 海 算 是 很 早 了， 但 是 船 长 认 为， 虽 然 要 面 对 浮 冰 和 雪 暴 的 危 险， 但 这 样 能 赶 在 海 寇 出 没 之 前 到 达， 他 们 会 在 四 月 份 的 时 候， 从 小 岛 上 的 据 点 里 驾 船 出 海， 掠 夺 卡 拉 迪 亚 的 各 个 海 岸。 当 船 行 驶 到 维 尔 河 与 波 拉 克 河 之 间 的 三 角 洲 的 时 候， 你 就 可 以 放 轻 松 一 点 了。 因 为 不 久 你 就 能 看 到 萨 哥 斯 城 前 面 的 海 岸 以 及 滩 涂， 那 是 诺 德 领 主—— 那 些 海 寇 的 远 亲—— 的 老 家， 几 代 人 以 前， 他 们 在 这 片 富 饶 而 纷 扰 的 地 方 开 创 了 诺 德 王 国。 
str_journey_to_tulga|你 跟 随 着 商 队， 穿 过 卡 拉 迪 亚 东 部 和 北 部 的 山 脉， 带 着 从 遥 远 的 地 方 弄 来 的 香 料， 去 交 换 羊 毛 和 盐。 路 依 然 被 雪 封 住， 旅 途 非 常 艰 难， 但 是 最 后 你 登 上 了 山 脊， 眼 前 看 到 的 是 卡 拉 迪 亚 的 草 原。 在 某 些 山 腰 上， 春 天 的 草 已 经 枯 黄， 但 在 更 矮 一 些 的 山 坡 上， 是 一 片 充 满 活 力 的 绿 色， 上 面 流 动 着 成 群 的 羊， 以 及 褐 色 的 草 原 马， 像 是 一 朵 朵 云 彩， 显 示 着 库 吉 特 可 汗 的 富 有。 有 时 候， 会 有 结 队 的 骑 手 远 远 地 跟 着 你 的 商 队， 也 许 是 在 试 探 你 有 没 有 能 力 保 护 自 己 的 财 物。 所 以， 当 你 看 到 图 尔 加 的 高 塔 出 现 在 地 平 线 之 上， 你 会 觉 得 轻 松 不 少。 
