str_no_string|¡NO STRING!
str_quick_battle_troop_3|Como segundo hijo de un noble menor residente en los alrededores de Uxkhal, Hegen fue educado en el arte de la guerra y del combate singular. Tras ser nombrado caballero se alistó bajo nómina en el ejército del señor de Uxkhal y luchó contra los Vaegires antes de conducir a un grupo de jinetes que derrotaron un asalto Khergita cerca de Amere. El contraataque resultante y las dos campañas posteriores le ganaron la gloria y la fama como guerrero. Por desgracia, perdió cualquier oportunidad de ganar más prestigio cuando la paz fue declarada y él despedido. Sin esperanzas de heredar y con sus habilidades languideciendo durante la época de paz, reunió un grupo de jóvenes guerreros y se estableció como capitán de mercenarios. Ahora confía en aprovecharse del hecho de que en el Nuevo Mundo nunca faltan disputas entre señores que precisen de mercenarios.
str_quick_battle_troop_4|Konrad es un mercenario profesional de la lejana tierra de Balion, más allá del vasto océano de occidente. Tras pasar la mayor parte de su juventud en campaña y haber visto innumerables batallas, Konrad ha llegado a amar su vida como soldado de fortuna. Pese a tener la nariz aplastada por un golpe de maza y haber sufrido numerosas heridas, ha logrado sobrevivir a esta dura existencia gracias a la fuerza de su brazo, a su astucia innata y a la suerte. Al saber de las lucrativas oportunidades que un hombre de sus talentos y carrera puede tener en el Nuevo Mundo, Konrad alquiló un velero y cruzó el mar con sus hombres en busca de nuevas guerras para luchar. Al ser una espada a sueldo sin lazos con ningún territorio del Nuevo Mundo, está dispuesto a ofrecer sus servicios a cualquier señor con un bolsillo lo suficientemente abultado.
str_quick_battle_troop_5|Sverre es uno de los denominados piratas del mar: filibusteros y hombres sin ley del gélido reino de Jumne, más allá del Mar del Norte, también conocido por ser hogar ancestral de los Nórdicos. Ya de joven había participado en numerosos asaltos tanto contra sus primos lejanos en la región de Wercheg como contra los Vaegires. Sin embargo, Sverre siempre fue un muchacho avispado, y no le costó mucho darse cuenta de que el Nuevo Mundo era una tierra mucho más próspera que la suya y donde podía tener una vida mejor que entre su propia gente. Durante un asalto a Jayek, Sverre se escabulló mientras sus camaradas estaban entretenidos saqueando la aldea y haciendo prisioneros. Haciéndose pasar por un indígena de las montañas Chalbek, Sverre se construyó rápidamente una reputación como fiero luchador, y ahora busca su fortuna a la cabeza de una banda de mercenarios.
str_quick_battle_troop_6|Proveniente de Charnye, en los confines de la tundra Vaegir, Borislav es un cazador. Durante toda su vida ha rastreado a las bestias salvajes para conseguir su carne y sus pieles, viviendo de la tierra al igual que lo hicieron sus antepasados en días más felices, antes de las guerras. Ahora los animales se asustan rápido ante los constantes sonidos de la batalla, y son masacrados sin piedad por soldados que dejan vacíos aquellos bosques que no han quemado. Ante la perspectiva del hambre, Borislav decidió reconducir su gran habilidad con el arco y la lanza, aprendida cazando venados, lobos y osos, a la práctica de la caza de humanos, y con su pulso firme y su ojo agudo ha segado ya  muchas vidas. A Borislav no le preocupan las disputas entre reinos, sólo le preocupa mantener bien alimentados a sus hombres y a él mismo.
str_quick_battle_troop_7|Stavros nació en la ciudad-estado independiente de Zendar, y pasó gran parte de su vida adulta sirviendo en la guardia de la ciudad bajo el famoso agente Hareck. El liderazgo y la valentía de Stavros fueron decisivas para eliminar a los temidos piratas de río del área, pero incluso él fue incapaz de impedir la calamidad que asoló la ciudad. Cuando Zendar fue reducida a cenizas por una gran horda de piratas del mar, Stavros huyó de la ciudad en llamas con una multitud de refugiados. Tras un breve periodo de deambular haciendo trabajos diversos, encontró un puesto en una compañía de mercenarios y finalmente acabó siendo líder debido a su dedicación y a sus aptitudes para la táctica. Ahora dedica la mayor parte de sus esfuerzos a trabajar con cazadores de hombres y autoridades locales contra los piratas del mar y otros malhechores, tratando de mantener la seguridad para los viajeros.
str_quick_battle_troop_8|Criada en una tribu nómada en las profundidades del desierto más allá de las tierras Sarraníes, Gamara aprendió rápido a cazar con honda y lanza. No obstante, esa sencilla vida y las duras condiciones del desierto no la satisfacían, y ardía en deseos de ver el mundo sobre el que tantas historias había escuchado. La vida no es fácil para una joven aventurera, y Gamara tuvo que habituarse pronto a las costumbres del Nuevo Mundo. Tras hacerse con las armas y armadura de un soldado que la atacó tras una disputa, Gamara esconde ahora su belleza bajo gruesas ropas sarraníes, y muchos ni siquiera sospechan que es una mujer, pues ciertamente como contrincante en el campo de batalla es tan peligrosa como cualquier hombre. Ha reunido en torno a sí un grupo de seguidores y juntos recorren esta tierra sumida en guerras en busca de gloria.
str_quick_battle_troop_9|Aethrod no es una persona noble. Ha cambiado ya dos veces de nombre, y se le acusa de infinidad de crímenes cometidos en territorio Vaegir. Sea cierto o no, él afirma nunca haber segado la vida de un hombre inocente, y se considera un ciudadano patriota, llevando varias veces su banda de renegados en ayuda de su facción, cuando ésta se encontraba amenazada. En tiempos de paz, no obstante, la mayoría de señores se andaría con ojo si él se encuentra por las cercanías, debido a su audaz personalidad y a su afición para retar a los señores. Nacido y criado en los barrios bajos de Reyvadin, aprendió de pequeño a utilizar el arco y huyó de su casa a los catorce años. Ahora, con treinta, su habilidad como arquero es casi insuperable y, pese a que no sabe montar bien, puede acertar a largas distancias. Duro como el acero y sagaz como un zorro, es una auténtica leyenda local.
str_quick_battle_troop_10|Ser la hija de uno de los más famosos líderes bandidos del territorio Sarraní no siempre es fácil, pero Zaira parece habérselas arreglado bastante bien. A diferencia de la mayoría de mujeres, ella creció aprendiendo a luchar como un guerrero del desierto y es mortífera con la espada y con el arco. Mientras las otras muchachas aprendían a llevar una casa, Zaira aprendía la mejor forma de rajar el cuello a un mercader antes de robarle su dinero. A la edad de dieciséis años, Zaira había matado ya más hombres que el veterano medio en el ejército del Sultán. Justo antes de su vigésimo cumpleaños, su padre fue asesinado en una disputa con otro líder bandido. Como hija única, Zaira asumió el control de la banda de su padre. Tras vengarle, siguió el camino que él llevaba. Ahora se está ganando una buena reputación como líder de bandidos.
str_quick_battle_troop_11|Argo Sendnar ha tenido una vida muy diversa. Al llegar al Nuevo Mundo, trabajando como comerciante, esperaba conseguir más ingresos que Lokti. Poco sabía él que el asediado Nuevo Mundo era un nido de avispas de bandidos y asesinos que hacían que el comercio fuese mucho más difícil que en Lokti. Tras ser desbancado por otro comerciante de la competencia y perder todos sus bienes y dinero en los asaltos a las caravanas, tuvo que dedicarse a servir como guardia de caravanas para ganarse la vida. Pese a sus patéticas habilidades como guerrero, pronto encontró empleo en una de las rutas más peligrosas que atraviesan el Nuevo Mundo. Por pura suerte salvó la vida el tiempo suficiente para adquirir experiencia en el combate y establecer su propio negocio como amo de caravanas, ofreciendo sus servicios a los comerciantes con necesidad de proteger sus bienes.
str_tutorial_training_ground_intro_message|Camina por el campo de entrenamiento y habla con los guerreros que practican las varias modalidades de combate de Mount&Blade. Puedes utilizar las teclas ASDW para moverte. Para hablar con un personaje aproxímate a él hasta que su nombre aparezca en tu pantalla y presiona la tecla F. También puedes usar la tecla F para recoger objetos, abrir puertas e interactuar con objetos. Presiona la tecla Tab para salir del tutorial en cualquier momento.
str_map_basic|Mapa
str_game_type_basic|Tipo de partida
str_battle|Batalla
str_siege_offense|Asedio (Ataque)
str_siege_defense|Asedio (Defensa)
str_character|Personaje
str_biography|Antecedentes
str_player|Jugador
str_enemy|Enemigo
str_faction|Facción
str_army_composition|Composición del ejército
str_army_size|Tamaño del ejército
str_reg0_men|{reg0} hombres
str_start|Comenzar
str_i_need_to_raise_some_men_before_attempting_anything_else|Tengo que reunir algunos hombres antes de cualquier otra empresa.
str_we_are_currently_at_peace|Ahora estamos en paz.
str_the_marshalship|la mariscalía
str_you|vos
str_myself|mí
str_my_friend_s15|mi amigo {s15}
str_custom_battle|Batalla estándar
str_comment_intro_liege_affiliated_to_player|Me han dicho que pretendéis cuestionar mis derechos al trono del Nuevo Mundo. No hace falta que diga que no me agradan estas noticias. No obstante, podemos hablar.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} El {s8} ha declarado la guerra por enemistad personal
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} El {s8} ha declarado la guerra en respuesta a las provocaciones en sus fronteras
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} El {s8} ha declarado la guerra para doblegar el poder de otros reinos
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} El {s8} ha declarado la guerra para recuperar el territorio perdido
str__family_|^Familia:
str_we_are_conducting_recce|We will first scout the area, and then decide what to do.
str__family_dupe|^Family:
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|no es nuestro objetivo, porque no tenemos un líder que haya tomado el campo.
str_center_is_friendly|no es nuestro enemigo.
str_center_is_already_besieged|ya se encuentra bajo asedio.
str_center_is_looted_or_raided_already|ya está siendo arrasado.
str_center_marshal_does_not_want_to_attack_innocents|está habitado por gentes humildes que sufrirían mucho si la tierra fuera arrasada.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|se encuentra ya bajo asedio, así que sería un error ir a otro sitio.
str_center_we_are_already_here_we_should_at_least_loot_the_village|está cerca, deberíamos hacernos con sus riquezas y destruir el resto.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|está demasiado lejos, incluso para un reconocimiento.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|está demasiado lejos, incluso para un reconocimiento.
str_center_far_away_reason|{s6} está más lejos que {s5} de nuestros centros, por tanto será más difícil para nosotros protegerlo una vez tomado.
str_center_closer_but_this_is_not_enought|{s6} está más cercano que {s5} a nuestras fronteras, pero debido a otros motivos no atacaremos {s6} de momento.
str_center_protected_by_enemy_army_aggressive|está protegido por fuerzas enemigas, que creemos son bastante más potentes que las nuestras.
str_center_protected_by_enemy_army_cautious|está protegido por un ejército enemigo, que creemos es demasiado fuerte para poder enfrentarnos a él con confianza en la victoria.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|precisaría de un asedio sangriento y arriesgado.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|está demasiado defendido para capturarlo.
str_center_value_outweighed_by_difficulty_of_capture|no tiene valor suficiente como para justificar la dificultad de su ataque
str_center_value_justifies_the_difficulty_of_capture|puede ser tomado, y es lo suficientemente valioso para justificar un ataque.
str_center_is_indefensible|está demasiado lejos de nuestras otras fortalezas para poder defenderlo.
str_we_are_waiting_for_selection_of_marshal|Estamos esperando a que se designe un mariscal.
str_best_to_attack_the_enemy_lands|Dada la dimensión de nuestras fuerzas, creemos que la mejor estrategia es atacar las tierras del enemigo.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Creemos que tomar esta fortaleza merecerá el esfuerzo.
str_we_will_gather_to_defend_the_beleaguered_fortress|Nos reuniremos para defender la fortaleza en apuros
str_the_enemy_temporarily_has_the_field|El enemigo se ha hecho de momento con el campo, y deberíamos buscar refugio hasta que pase la tormenta
str_center_has_not_been_scouted|no ha sido explorado recientemente por nuestras fuerzas, pero podemos ir hasta allí y decidir qué hacer cuando estemos cerca.
str_we_have_assembled_some_vassals|Hemos reunido a varios vasallos, pero esperaremos hasta que tengamos más antes de aventurarnos en territorio enemigo.
str_we_are_waiting_here_for_vassals|Estamos esperando a que se nos unan los vasallos.
str_we_are_travelling_to_s11_for_vassals|Estamos viajando a {s11}, de forma que los vasallos puedan unirse a nuestras filas más fácilmente antes de marchar.
str_center_strength_not_scouted|No lo hemos explorado últimamente, y no sabemos cuáles son sus defensas
str_center_strength_strongly_defended|Creemos que está muy bien defendido
str_center_strength_moderately_defended|Creemos que está moderadamente bien defendido
str_center_strength_weakly_defended|Creemos que está poco defendido
str_center_distant_from_concentration|está más cerca de nosotros que del ejército enemigo, al cual hemos localizado. Podría ser atacado y destruido antes de que puedan responder
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Eh, ¿no creéis que necesitamos algún tipo de arma antes de probar eso? Debería haber algún arma de sobra por ahí. Id a coger una.
str_tutorial_training_ground_warning_shield|Tenéis que bajar vuestro escudo antes. Utilizad la rueda del ratón para rotar hasta la posición correcta.
str_tutorial_training_ground_warning_melee_with_parry|Tenéis que blandir un arma cuerpo a cuerpo para este ejercicio. 
str_tutorial_training_ground_warning_melee|Utilizad la rueda del ratón para equipar un arma. Rotando hacia arriba se equipa la siguiente arma, mientras que rotando hacia abajo se equipa el siguiente escudo.
